"ITTER107","Territorio","TIPO_DATO_CENERG","Tipo dato","DOTAZIONI_A","Fonte alimentazione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE1","Toscana","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",479,,
"ITE1","Toscana","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",580,,
"ITE1","Toscana","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",997,,
"ITE1","Toscana","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",421,,
"ITE1","Toscana","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",407,,
"ITE2","Umbria","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",651324,,
"ITE2","Umbria","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",23699,,
"ITE2","Umbria","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",54821,,
"ITE2","Umbria","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",226816,,
"ITE2","Umbria","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","METAN","metano","2013","2013",269213,,
"ITE2","Umbria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",1057,,
"ITE2","Umbria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",520,,
"ITE2","Umbria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",586,,
"ITE2","Umbria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",920,,
"ITE2","Umbria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",414,,
"ITE2","Umbria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",443,,
"ITE3","Marche","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",1059778,,
"ITE3","Marche","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",20561,,
"ITE3","Marche","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",74256,,
"ITE3","Marche","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",358593,,
"ITE3","Marche","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","METAN","metano","2013","2013",555524,,
"ITE3","Marche","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",1681,,
"ITE3","Marche","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",677,,
"ITE3","Marche","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",557,,
"ITE3","Marche","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",1002,,
"ITE3","Marche","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",360,,
"ITE3","Marche","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",487,,
"ITE4","Lazio","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",3693710,,
"ITE4","Lazio","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",98630,,
"ITE4","Lazio","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",219912,,
"ITE4","Lazio","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",1470901,,
"ITE4","Lazio","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","METAN","metano","2013","2013",1739425,,
"ITE4","Lazio","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",1013,,
"ITE4","Lazio","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",564,,
"ITE4","Lazio","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",555,,
"ITE4","Lazio","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",755,,
"ITE4","Lazio","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",383,,
"ITE4","Lazio","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",370,,
"ITFG","Mezzogiorno","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",11408063,,
"ITFG","Mezzogiorno","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",302303,,
"ITFG","Mezzogiorno","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",1098621,,
"ITFG","Mezzogiorno","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",5187581,,
"ITFG","Mezzogiorno","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","METAN","metano","2013","2013",4025016,,
"ITFG","Mezzogiorno","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",1026,,
"ITFG","Mezzogiorno","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",347,,
"ITFG","Mezzogiorno","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",633,,
"ITFG","Mezzogiorno","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",752,,
"ITFG","Mezzogiorno","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",546,,
"ITFG","Mezzogiorno","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",467,,
"ITF1","Abruzzo","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",899437,,
"ITF1","Abruzzo","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",,"n","dato statisticamente non significativo (vedasi metadati di dataset)"
"ITF1","Abruzzo","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",42889,,
"ITF1","Abruzzo","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",310286,,
"ITF1","Abruzzo","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","METAN","metano","2013","2013",458222,,
"ITF1","Abruzzo","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",505,,
"ITF1","Abruzzo","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",546,,
"ITF1","Abruzzo","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",552,,
"ITF1","Abruzzo","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",922,,
"ITF1","Abruzzo","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",518,,
"ITF1","Abruzzo","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",539,,
"ITF2","Molise","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",204048,,
"ITF2","Molise","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",,"n","dato statisticamente non significativo (vedasi metadati di dataset)"
"ITF2","Molise","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",5962,,
"ITF2","Molise","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",72710,,
"ITF2","Molise","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","METAN","metano","2013","2013",104733,,
"ITF2","Molise","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",862,,
"ITF2","Molise","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",276,,
"ITF2","Molise","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",555,,
"ITF2","Molise","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",954,,
"ITF2","Molise","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",711,,
"ITF2","Molise","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",534,,
"ITF3","Campania","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",2922781,,
"ITF3","Campania","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",39411,,
"ITF3","Campania","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",322051,,
"ITF3","Campania","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",1341000,,
"ITF3","Campania","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","METAN","metano","2013","2013",972679,,
"ITF3","Campania","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",835,,
"ITF3","Campania","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",382,,
"ITF3","Campania","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",622,,
"ITF3","Campania","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",662,,
"ITF3","Campania","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",643,,
"ITF3","Campania","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",491,,
"ITF4","Puglia","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",2212700,,
"ITF4","Puglia","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",52912,,
"ITF4","Puglia","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",98547,,
"ITF4","Puglia","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",933421,,
"ITF4","Puglia","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","METAN","metano","2013","2013",1059807,,
"ITF4","Puglia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",915,,
"ITF4","Puglia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",349,,
"ITF4","Puglia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",592,,
"ITF4","Puglia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",793,,
"ITF4","Puglia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",325,,
"ITF4","Puglia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",610,,
"ITF5","Basilicata","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",346481,,
"ITF5","Basilicata","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",,"n","dato statisticamente non significativo (vedasi metadati di dataset)"
"ITF5","Basilicata","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",20432,,
"ITF5","Basilicata","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",121253,,
"ITF5","Basilicata","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","METAN","metano","2013","2013",159611,,
"ITF5","Basilicata","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",2502,,
"ITF5","Basilicata","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",376,,
"ITF5","Basilicata","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",520,,
"ITF5","Basilicata","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",858,,
"ITF5","Basilicata","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",721,,
"ITF5","Basilicata","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",425,,
"ITF6","Calabria","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",1161997,,
"ITF6","Calabria","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",10027,,
"ITF6","Calabria","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",126783,,
"ITF6","Calabria","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",509778,,
"ITF6","Calabria","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","METAN","metano","2013","2013",372022,,
"ITF6","Calabria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",861,,
"ITF6","Calabria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",359,,
"ITF6","Calabria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",639,,
"ITF6","Calabria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",793,,
"ITF6","Calabria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",625,,
"ITF6","Calabria","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",477,,
"ITG1","Sicilia","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",2564383,,
"ITG1","Sicilia","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",21567,,
"ITG1","Sicilia","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",216050,,
"ITG1","Sicilia","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",1364016,,
"ITG1","Sicilia","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","METAN","metano","2013","2013",897942,,
"ITG1","Sicilia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",986,,
"ITG1","Sicilia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",259,,
"ITG1","Sicilia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",671,,
"ITG1","Sicilia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","METAN","metano","2013","2013",698,,
"ITG1","Sicilia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",499,,
"ITG1","Sicilia","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",247,,
"ITG2","Sardegna","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ALL","tutte le voci","2013","2013",1085349,,
"ITG2","Sardegna","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","H_OIL","gasolio","2013","2013",167498,,
"ITG2","Sardegna","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",265907,,
"ITG2","Sardegna","ENER_SOUR_EXP","spese delle famiglie per consumi energetici per fonte (migliaia di euro)","ELECTR","energia elettrica","2013","2013",535117,,
"ITG2","Sardegna","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","H_OIL","gasolio","2013","2013",1137,,
"ITG2","Sardegna","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","LPG","Gpl (Gas Petrolio Liquefatto)","2013","2013",382,,
"ITG2","Sardegna","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","ELECTR","energia elettrica","2013","2013",753,,
"ITG2","Sardegna","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","FIREWOOD","legna","2013","2013",470,,
"ITG2","Sardegna","ENER_SOUR_EXP_AV","spesa media effettiva delle famiglie per consumi energetici per fonte (euro)","PELLETS","pellets","2013","2013",418,,
